[1/m2];[mm];[-];[-];[-];[mm/hour];[mm/hour];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-]
36;464;0.10308106;0.19075379;0.11431943;7.5139613;2500;1.750273;1.2736651;1.6032488;0.724055;1.2588637;0.76136;0.84226066;1.1163462;1.5085206;1.0771304;1.1600518;1.2812561;1.4171574;0.9477993;0.10594408534833687
250;426;0.05692604;0.1107872;0.23378856;6.5755315;2500;1.3008552;0.80976605;1.7036171;1.2927581;0.8647914;0.7496248;1.3574588;0.8072669;0.886889;0.8384133;1.2441157;0.7241898;1.4171982;1.1380986;0.3900019396839839
69;610;0.025066918;0.17169182;0.1044603;18.769207;2500;0.85980755;0.988499;1.417001;1.0903169;0.85576606;1.2707807;1.5618459;1.0238832;1.8676329;1.0789155;1.5220759;0.9332563;1.1912409;1.0294517;0.09560478632442557
283;1144;0.07880977;0.0827469;0.18832019;4.5569983;2500;1.8704363;0.8323525;1.0356437;1.2422825;1.4791497;1.0564231;1.5886692;1.0742012;1.1881844;0.8308304;1.6806964;1.0273727;0.86628014;1.2853023;0.3155170591613097
55;742;0.0933123;0.14868326;0.11055407;7.988039;2500;0.92879754;0.94072163;1.6214556;0.7872104;1.9966388;0.9461084;1.9823853;0.97735876;1.4710057;0.7567834;1.5802952;1.1666039;1.0235107;1.034799;0.11443657248164942
47;382;0.06907754;0.083380714;0.21194156;18.211193;2500;1.3967518;0.820499;1.6743447;1.1773243;0.963302;0.9081121;1.0336508;0.756287;1.506613;0.816842;1.8666729;1.046617;1.080253;0.81975245;0.36746763800255217
245;1130;0.02962785;0.1511756;0.21190837;13.730756;2500;1.3704194;0.75280195;1.0858791;0.7550928;1.0784235;0.8376996;1.3018153;0.9793855;1.4873844;1.2078393;1.595107;1.0409052;1.3865513;0.8224855;0.31125569726494345
247;843;0.112558916;0.12548809;0.20612313;1.5920545;2500;1.2789384;1.2408055;1.8700578;0.7813168;1.9579946;0.9404354;0.9569905;1.0065416;1.8724744;0.78018874;1.9851613;0.7975099;1.7151004;1.1950455;0.3178673016725524
224;326;0.0792156;0.1245952;0.24291742;19.244057;2500;0.8062222;1.0495636;1.4118373;1.2246544;1.9548079;1.2065743;0.82161534;1.1508163;1.8280373;1.151682;1.4800929;0.8115569;1.660596;1.2785015;0.39781280957287013
288;1088;0.069563255;0.16209318;0.14563106;2.1426702;2500;1.1049846;1.1028264;1.6227245;0.80678254;1.4344138;1.1080569;1.2971082;0.9855693;1.5557743;1.2381948;1.1922348;0.76545686;1.2165836;0.80676985;0.17302420423588416
88;419;0.02688013;0.21915549;0.14843369;10.9160385;2500;0.98668754;0.94255394;1.4255728;1.1826819;1.477334;0.72961444;1.5077828;0.9899184;0.8923011;0.88060766;1.9549536;1.2890422;1.602459;0.79720473;0.15431956969675853
249;624;0.055519704;0.2203213;0.18323267;5.60049;2500;0.9963021;0.79450876;1.4932461;1.2476252;1.5427241;1.1290805;1.0174671;0.8902429;0.90405715;1.203923;1.981467;0.7570757;0.87592375;0.7545887;0.21624088189965882
112;580;0.09098885;0.11794242;0.24055412;13.005472;2500;0.9516888;1.2816367;1.6838611;0.72267586;0.9433027;1.0453469;1.430276;1.1963032;1.692134;0.8638998;1.8830491;0.8877144;0.846746;0.8394935;0.3984525928956546
165;1109;0.048279513;0.14355503;0.12335049;6.3888416;2500;1.788858;0.90349394;1.0708294;1.2618532;1.2048112;1.0203876;1.2877095;0.9166277;1.5236875;0.9207915;1.5996927;0.9460767;1.5209465;0.7886054;0.13999301257466973
139;326;0.08570622;0.14511456;0.27717757;16.53394;2500;0.92114174;1.1439453;1.7438096;1.0299504;0.80875283;0.9029774;1.5531307;1.0690558;1.9049355;1.217427;1.2386091;0.8445287;1.8702922;0.71202993;0.45473818861975196
11;406;0.06294816;0.09750405;0.15044242;11.738581;2500;1.1996278;1.242008;1.2090454;1.0692159;1.1468394;1.2981689;1.9704007;1.29417;0.9057147;1.0904918;1.2336148;1.0190635;1.409516;1.2364186;0.22113593528311531
176;795;0.06411834;0.0921688;0.12557739;6.945174;2500;1.4957975;1.0360136;1.4694716;1.20324;1.3526808;0.8758691;1.7087531;0.9844595;1.6419123;1.0259813;1.1016277;1.1629915;1.397662;1.171008;0.17304202898441542
226;1065;0.055099536;0.16273606;0.21979484;17.446735;2500;0.8490688;0.9461215;1.5280159;1.1029109;0.8492371;1.2499341;1.0582733;1.1510297;1.3399282;0.7404353;1.5815247;1.2725885;1.8019692;0.9018048;0.31967185043665547
60;146;0.084766105;0.097945705;0.15511642;15.767475;2500;1.430035;0.8539769;1.9190971;1.2783267;1.1881872;0.74667937;0.9637803;1.0283101;1.002549;1.274031;1.0683726;0.7746461;1.5264978;0.7113084;0.23067421725072554
280;259;0.032766767;0.11831572;0.18175256;10.369629;2500;1.3565668;0.73006535;1.0124867;1.2510873;1.1146914;0.80687165;0.8984056;1.2426414;1.3159745;0.7045174;1.8526958;1.1199433;1.8906796;0.89454246;0.27170067823084454
163;1138;0.109434284;0.14247128;0.11222292;10.333226;2500;1.8297048;0.74356043;1.3095604;0.85074675;1.8627834;1.0244112;1.7678024;1.151977;0.8685151;1.0011735;1.6686801;0.8430418;0.8733749;0.8476895;0.11999683419054923
61;934;0.07352521;0.19889812;0.1929928;9.8897;2500;0.939289;1.1022682;0.9271259;1.1440557;0.90320545;0.7944886;1.8150731;0.8423201;0.92080605;1.1604952;1.3807433;1.256686;1.1005213;1.2727216;0.244886382902926
197;421;0.033350155;0.13883163;0.16073906;11.261359;2500;0.8701532;1.2520071;1.3136322;0.9317065;1.1642622;1.2311505;1.0176036;1.2309147;1.5861717;0.97241616;1.3044865;1.0356157;1.0512702;0.983898;0.21485980437168148
65;435;0.05568581;0.17889954;0.13396442;17.305155;2500;0.9765667;1.1549292;1.6726751;0.77000254;1.8430876;1.0386747;1.4957132;0.88281393;1.3908849;0.7338421;1.2973255;0.9281163;1.2870772;1.025542;0.1441889023084131
28;568;0.124939084;0.17265865;0.17726296;2.401639;2500;1.3715398;0.884778;1.1820006;0.8819747;1.4242402;1.0916656;1.0065954;0.7001251;1.5748236;1.1519312;1.8470882;0.73567736;1.9801773;0.7377685;0.22827945047314155
208;811;0.06583857;0.124474786;0.25401345;8.380146;2500;0.9259753;0.7681659;1.560654;0.73024195;1.1171131;1.0873814;1.819487;0.868754;1.5841767;1.2586251;0.9383882;1.2961866;1.3788077;1.0213951;0.4221295998247147
42;677;0.040156156;0.21946606;0.25273004;15.252417;2500;1.5388668;0.8219194;1.6888555;1.0145946;1.6398379;1.0569382;1.3383975;1.2390642;1.9281136;1.2457187;1.2455171;1.1678095;1.9938196;0.8578628;0.3506649717798877
40;933;0.0260753;0.14824009;0.17209719;19.317095;2500;1.7521023;1.2145842;1.458907;0.7022223;1.3508298;1.0534487;1.7518208;0.93197954;0.83575577;1.1336808;1.5948467;1.0861728;1.2807417;0.8904197;0.23195457920146473
224;74;0.108645536;0.18116839;0.2948472;3.9099329;2500;1.4666002;0.850127;1.8038443;0.8047768;0.82067627;1.2668056;1.9588424;0.7665529;1.1598517;0.9530936;1.5497389;0.819729;1.7226609;1.2798656;0.46359612666946515
26;984;0.02938227;0.12068277;0.12517723;1.8259485;2500;1.2301242;1.0259746;0.8761542;1.2974635;1.4544239;1.0417727;1.2104082;0.7373314;1.5577847;0.88349664;0.8392202;1.0733165;1.3674711;1.2766606;0.15492335917176908
244;79;0.035630416;0.15857911;0.27095017;16.29689;2500;1.3360147;1.2968205;1.6628186;1.2641767;0.8773755;1.0134888;1.4950373;0.7892123;1.6766688;0.8613101;1.6565275;0.7209226;1.4944844;0.9580656;0.4302692034847387
240;1058;0.118526876;0.17793801;0.2957904;19.437817;2500;1.0909351;1.2993901;1.8298278;1.0611533;0.9380418;0.76627177;1.9407765;1.0363578;0.8911351;1.1753792;1.0593355;0.87511045;1.6580563;1.0496421;0.4680995163073792
51;61;0.057403613;0.19319992;0.21459197;14.579093;2500;1.8224957;0.82940125;1.7114689;1.2904863;1.6683632;1.0116081;1.8686327;0.734268;1.2090741;0.7033351;1.6066179;1.2759806;1.5281457;1.0639554;0.29016379994564206
160;162;0.02314421;0.15863264;0.11202675;11.526939;2500;1.1882212;1.2750753;1.2904702;0.9781377;1.6567057;1.0455672;1.9766918;0.9042193;1.458676;1.0600166;1.4955584;1.2640418;0.9978959;1.0280745;0.1131754929066956
38;224;0.07253256;0.19617228;0.28420782;5.43422;2500;1.8303556;0.8851931;1.177859;0.98997664;1.267686;0.91410553;1.4441789;1.0243299;1.4149559;0.7503498;1.7201937;0.9601875;1.8960568;0.782901;0.4301319880466148
193;275;0.09329228;0.19142057;0.18739219;19.20886;2500;1.9590884;1.1995069;1.0107512;0.9660472;1.0733266;1.0481656;1.4716724;1.2193899;1.8995056;1.0881319;0.9962061;1.1974055;1.0221317;1.2119571;0.23797279220341838
28;488;0.075983725;0.14710695;0.1343777;14.723166;2500;1.1068096;0.8414015;1.2929307;0.7214894;0.83472794;1.1779531;1.2079858;0.93566567;1.9715636;0.7051687;1.6607358;0.83537847;1.6409779;1.1714427;0.15901362270300962
283;790;0.021398373;0.15200517;0.2782846;14.188044;2500;1.8294863;0.7234022;1.1613064;0.9053228;1.6836419;1.1462996;1.0160811;1.0540262;1.463883;0.7279002;0.84143937;1.0827329;1.8269883;1.2402253;0.45135720508492927
70;1072;0.053129688;0.13565926;0.18537588;17.757215;2500;1.8037428;1.1820927;1.5747476;1.0154551;1.6361101;1.2265763;1.0391902;0.9951339;1.0282682;1.1728601;1.2543093;0.7978851;1.6751055;0.7698847;0.26698314354736996
208;634;0.071066916;0.22040021;0.19987744;17.63749;2500;1.5336041;0.97361803;1.0378726;1.0082242;1.7158513;1.0815355;1.9972109;0.8562427;1.388743;0.98357314;1.3011929;0.79031736;1.4739273;1.0696422;0.24728689725938668
47;643;0.0486921;0.1254733;0.2142041;2.5329394;2500;1.8006029;1.2915937;0.8064152;1.004801;0.92964375;0.75191057;1.2944983;1.1726661;1.865277;1.1168836;1.2015119;1.2155539;1.4350709;0.9074989;0.33511582775450016
70;389;0.022960782;0.17382525;0.28132018;1.3792652;2500;1.3106195;0.912308;1.7250087;0.9137205;0.86112046;1.0599269;1.820214;1.0227917;1.3994164;1.0444524;1.9521798;1.1108133;1.2770654;0.9191599;0.4404995419855148
140;962;0.0375008;0.13432986;0.20074992;5.231331;2500;1.5234536;0.91996473;1.7069587;1.1296082;1.0438201;0.81105405;1.6049396;0.74564815;1.2176995;1.1765968;1.8247862;1.0645379;0.82874215;1.2503715;0.29990719343224387
176;141;0.059268788;0.10657211;0.2776409;18.29554;2500;1.286859;1.0397825;1.0924886;1.2704256;1.7560097;0.9709946;1.3919588;0.8001358;1.1230551;1.2818422;0.9225429;1.2709694;1.2191217;0.9361023;0.49136765013905315
299;368;0.034329247;0.19397451;0.134046;11.139342;2500;1.9986596;1.1772245;1.5727082;1.1802871;0.9886099;1.2387798;1.6148964;0.9545932;0.9102632;0.79958624;1.2013175;0.95852965;1.4580449;1.257004;0.1385120923691338
17;125;0.10133576;0.10817064;0.223341;13.30299;2500;1.4382277;0.71245694;1.7560918;0.89364326;1.5234743;0.74944925;1.2364975;0.89430815;1.3812078;0.97419816;1.4521799;0.74834365;1.8874015;1.0143806;0.3694276891920088
10;264;0.07808041;0.07884485;0.20510076;7.5737724;2500;1.0846928;1.0805362;1.2280554;0.87166756;1.5702488;1.1587032;1.3741733;1.0833414;1.6293445;0.9806695;1.9760178;0.71607006;0.8883798;0.921373;0.3566852080326961
111;708;0.041944522;0.12983471;0.16500767;9.0721;2500;1.6041642;0.8457032;1.4381112;1.2306252;1.7362688;0.91020995;1.6718668;1.1159947;0.80188066;0.8717187;1.3630639;0.84885436;1.6422993;1.2871542;0.22905017744476763
116;159;0.05796082;0.09768793;0.14250581;6.700441;2500;1.7096488;0.8346567;1.1357126;0.8302951;0.8051128;1.1499218;1.0704583;0.93345857;0.8463463;1.0178169;1.7828909;0.83663076;0.993284;1.2862248;0.20435408675702313
266;129;0.054426845;0.09926164;0.11398799;18.866737;2500;1.8336082;0.7527465;1.1477512;0.7704779;1.557352;0.8117617;1.1513307;0.8251707;1.2330784;0.7884983;1.450659;0.8324285;0.8836685;0.9350183;0.14500267102622974
274;992;0.029496975;0.14727353;0.15234698;8.8290415;2500;0.81522727;0.70509386;1.28508;0.85948974;1.9096234;0.75972503;1.4923353;0.7267684;1.1129391;1.2633586;1.628021;1.060488;1.6478264;1.0104256;0.19347065538695116
265;150;0.0667672;0.19478019;0.23611775;16.882048;2500;1.6967494;0.88228875;1.4853108;1.0227426;1.3474531;1.170875;1.4432572;1.1414044;1.9937654;0.81670165;1.6432898;1.1124223;0.99308085;0.78866893;0.33228480516061004
51;733;0.07492937;0.07728612;0.15564176;3.952783;2500;1.4366807;1.0880647;1.692661;0.7046135;1.6945649;1.0817842;1.9749404;0.7867396;1.2555639;1.130832;1.0261995;1.1809564;1.3589948;0.87558156;0.24859189756431455
129;428;0.029560052;0.16611156;0.24562168;7.027561;2500;1.671767;0.9565463;1.1840594;0.8177082;1.2682645;1.2649921;1.2769065;1.2488247;1.4117485;0.8089724;1.522465;0.75754833;1.7516441;1.1093258;0.37096585959978545
226;1076;0.0774736;0.1572446;0.27503052;4.447596;2500;1.4328433;0.7697929;1.3343941;0.85347074;0.9568388;0.924839;0.83889747;1.0035527;1.8915826;0.8697998;1.7673787;1.2286694;1.1214675;0.8619955;0.4400771492896421
100;851;0.08884317;0.17271236;0.23886105;6.575064;2500;1.1956136;0.994731;1.955465;1.0349026;1.2150854;0.9766385;1.5079027;0.8135635;1.6203642;1.1977504;1.3090734;1.0281243;1.0958216;0.7780427;0.35226567451715257
202;80;0.04203375;0.20965002;0.26101384;13.6845255;2500;0.8421484;1.1937965;1.9033575;1.1374997;1.6340988;1.0986063;1.8681036;1.2795503;1.6574324;1.202821;1.847979;1.1307108;1.5767534;0.93046796;0.3733633510103653
78;1075;0.0936844;0.20457928;0.21464124;3.687634;2500;1.1844224;1.2017761;0.93289036;1.2893819;0.9106855;0.7955073;1.3244344;0.84487677;1.3254688;0.7325547;1.1135349;1.0958396;1.0032912;0.86153513;0.28385048818612985
103;502;0.08935478;0.10198929;0.28932104;11.1835375;2500;1.5871857;1.0488323;1.6946111;0.81973165;1.3189423;0.7024524;1.2127163;1.2128563;1.2206359;0.8947044;1.1260729;1.0178092;1.6834613;0.7748259;0.5223311995829757
259;364;0.021942416;0.1280784;0.25258833;1.0593679;2500;0.8116559;1.0311689;1.5436144;1.1182072;0.87114954;1.1841288;1.2984607;1.1061405;1.8729587;1.0095495;1.4898798;0.8052806;1.9618471;1.2335784;0.4158670011400139
82;810;0.027392978;0.12833992;0.16453518;19.678976;2500;1.9057662;0.9194758;1.5487329;0.83706915;1.8493099;0.9871921;1.2569921;0.7820376;1.2737769;1.1785816;1.8046491;1.2558295;1.0032076;1.2700896;0.2290506739977812
289;864;0.03329621;0.1313316;0.24466988;1.6761574;2500;1.2791803;0.99337554;1.5594323;1.0587084;1.8796437;1.2709551;1.1226523;1.1965258;0.93910164;0.7721969;1.619094;0.8561321;1.7212613;1.2376204;0.39590220635666007
98;370;0.118630365;0.17765531;0.23437166;15.333482;2500;0.8754822;1.1631156;1.3241813;0.85325897;1.3107954;0.7646783;1.9715188;1.2125281;0.9484668;0.93872696;1.9183452;1.1443156;1.1402946;0.9594619;0.3396894626893546
16;428;0.07792948;0.15757777;0.2502838;17.515858;2500;1.8583765;0.9595219;1.7867343;0.97851074;1.245716;0.81289697;1.4304427;1.2390703;1.9948744;1.2206163;1.0093857;0.98715603;1.3774235;0.7142789;0.3870648556172041
83;196;0.08135453;0.18855076;0.16387247;19.928373;2500;1.0168527;1.2045262;1.5821486;0.9867983;1.7710836;0.7320468;1.3186038;0.71618617;1.750568;1.1508188;1.9682858;1.022296;0.9873712;0.73091894;0.19475705060273638
59;716;0.12411479;0.17364708;0.20191634;13.352347;2500;0.86994994;1.0682967;1.6616113;1.2742461;1.851065;1.2653588;1.8061502;1.1124368;1.4741557;0.7422332;1.5654906;0.72482973;1.8553677;1.1308452;0.27641258213314107
156;1148;0.13591522;0.14072494;0.27607706;12.524955;2500;0.89414626;0.94426084;1.7943702;0.855449;1.5584543;1.1930916;1.4638209;1.1612723;1.5513451;1.0378666;1.4667671;1.0725995;0.8332039;0.8429002;0.45610377324988594
42;505;0.037664257;0.17347811;0.29514286;11.593971;2500;1.4336076;1.2535712;1.3185561;1.1949463;1.8654314;1.2849824;1.0139611;1.082001;1.0635685;1.1280454;1.106134;0.716289;1.4318194;1.2499957;0.47021504537421405
191;1195;0.11953683;0.16184536;0.1719875;15.527615;2500;1.1430905;1.2325163;0.9406766;1.137865;1.4123362;1.2635328;1.110356;1.2057831;1.6613684;1.1327219;1.267371;1.1469457;1.7443038;1.0196791;0.22389040098018204
263;219;0.053343132;0.1617195;0.19734074;17.543894;2500;1.8101754;0.9391991;0.9237812;1.0283275;0.9756722;0.8267293;1.2305167;1.0029538;1.8384105;1.0577607;1.0991769;1.0906936;1.9671141;1.2612273;0.2744937783425038
115;957;0.026467292;0.1406279;0.16616495;11.02641;2500;1.4546852;1.1447862;1.5722983;1.1254728;1.9950743;1.2310512;1.3863853;1.0759989;0.8098982;0.926904;1.8355582;0.8956601;1.4027988;1.2372481;0.22465104275005857
58;1114;0.047049575;0.18517011;0.24358784;14.6830635;2500;1.1337066;1.2574596;1.3974065;0.9143539;1.8741328;1.1500509;1.3868544;1.0521337;0.97541344;1.228408;1.9300733;1.1545192;0.81292945;1.0374397;0.35362835892413846
126;828;0.07463328;0.21272881;0.10775775;19.285664;2500;1.501108;1.0531973;1.7688631;1.077812;1.7770702;0.88137734;1.8060874;1.1555883;1.9751275;0.9602852;1.7922238;1.2160954;1.0924191;0.79029036;0.08896803895373609
237;140;0.12304329;0.14463745;0.2907625;3.1252222;2500;1.9328334;1.2622994;0.8543099;0.7876421;1.878333;0.9970946;1.9563382;0.71576726;1.9563414;0.91719604;1.4914654;0.746502;0.9795907;1.2404426;0.4847302345160209
181;398;0.061270624;0.14901845;0.2098736;12.204809;2500;1.8348585;0.7478963;0.86657035;1.1732525;0.8029271;1.0265036;1.6936449;0.92288375;1.7026626;0.9786881;1.1173406;1.1849164;0.87827975;0.849958;0.3085285423637207
39;111;0.09619;0.18203995;0.15418966;2.27996;2500;0.9637954;1.2628719;1.7213778;0.9014259;1.9938191;0.8610992;1.7632495;0.84477407;0.85812104;1.2101872;1.0474452;1.2500918;1.5448751;0.7895097;0.1797253023797791
165;726;0.024882419;0.19474497;0.107458085;9.27727;2500;1.8463317;1.1090304;1.9931444;1.2914394;1.3228481;0.88267004;1.4762684;0.9182463;1.7272984;0.97780013;0.898062;1.1326072;1.5196024;0.8464202;0.09346746570453886
145;1197;0.031738065;0.22094814;0.21214855;14.796821;2500;1.2394906;0.79488397;1.8169088;0.9607231;0.83536285;1.174954;1.0600361;1.1473011;0.9571641;1.1153316;1.2434386;0.9413906;0.8300893;1.163578;0.27036155655228716
104;455;0.09505248;0.10491779;0.21723536;8.225785;2500;1.2613494;0.77215594;1.3028193;1.2582376;1.5761849;0.91005445;1.7555906;1.2959071;1.6264398;1.1411757;1.7498102;0.8215823;1.7473178;0.9508158;0.3589444777422317
41;203;0.07801371;0.10119339;0.23904902;2.9019952;2500;1.4048818;1.1384077;1.8510724;0.8558963;0.9202551;0.9312284;1.7617868;1.1622512;0.86503285;1.1133231;1.8298037;1.0553224;1.1483836;0.8069662;0.41052631581403454
294;329;0.058289766;0.1387308;0.20507905;16.768116;2500;1.7218542;0.84961647;0.8437054;0.87512857;1.1442819;1.2646726;1.5366732;0.8340894;0.9560069;1.1239028;1.8835934;0.7693618;1.0861124;1.2377526;0.30580012540268975
61;689;0.050674226;0.23060033;0.20314091;5.6358876;2500;1.3070259;0.7204174;1.6792207;1.1814141;1.1901773;1.2151531;1.0384942;0.7777216;1.7646849;0.918839;1.5131209;1.2451886;0.98793536;0.94583654;0.2485623461923999
65;687;0.03464298;0.26382264;0.1608259;10.544458;2500;1.5932733;0.8209507;1.0080023;1.2290353;1.8667274;0.7946499;1.827292;0.8082177;1.4523498;0.7095539;1.1914686;0.86252654;1.6922958;1.0635414;0.1601283319572451
52;283;0.09292434;0.09666318;0.1388075;3.8463602;2500;1.0041556;0.76302594;1.1410902;0.9930122;1.6165031;0.7802835;0.8610791;0.8147865;1.0654261;1.1585971;1.8084633;0.8560957;1.196062;0.9068311;0.19736744695718195
175;903;0.017877067;0.15692744;0.15020066;19.797285;2500;1.1541129;0.80223674;1.2185711;0.7383719;1.9552267;0.8605624;1.4849035;1.153128;1.2659273;1.0513201;1.5902677;0.8592566;1.1802493;1.1896088;0.18425215313745644
138;114;0.03133867;0.12932375;0.17495136;8.271439;2500;1.9374038;1.017475;1.013865;0.9096746;0.82819605;1.1120108;1.0876845;0.711525;1.5001713;1.243192;1.2784894;0.8827658;1.0389584;1.2015855;0.24976400550163388
82;751;0.09827384;0.1647991;0.2546692;16.611832;2500;1.3040751;1.0198625;1.4036753;1.1830465;1.809784;0.90862095;1.0898076;1.1393176;0.9488931;1.113425;1.8011513;1.1761426;1.4168142;0.89584804;0.3909251546022465
134;516;0.10890653;0.12029351;0.123650886;8.306499;2500;1.671659;0.968979;1.3110554;0.9875802;1.0077535;0.9710489;1.7830039;0.753744;1.0366397;0.7312008;1.5955456;0.87145424;1.9708707;1.2042478;0.15215856723189394
205;161;0.034270864;0.19914417;0.22873673;7.643391;2500;0.89543104;1.1480691;1.4372841;1.1310658;1.1815102;0.7050203;0.8801925;0.97281027;1.6118844;1.1260893;1.2776027;1.2780175;1.2629037;0.80897814;0.3148223577802165
91;764;0.064210646;0.09257031;0.107592255;5.5694036;2500;0.8363705;0.70954275;1.2421736;0.9270621;1.8261328;0.9642788;1.7960693;1.1631391;1.8343182;0.86328614;1.608087;1.1812217;1.1589841;1.1503843;0.13620739496583764
275;810;0.03773547;0.12442308;0.10861744;8.686216;2500;0.86319566;1.2334176;0.9110993;0.7197948;0.86479074;0.8659203;1.248666;1.1953021;1.2639475;1.2859621;0.9536965;0.8446266;1.4322484;0.8613326;0.12136509539082643
98;533;0.10680361;0.18038985;0.1547297;17.629837;2500;1.641718;1.2939128;1.7669128;1.1059121;1.9894118;0.90968436;1.0164051;1.2859946;1.8560067;1.0077068;1.7900118;1.1143051;1.7901988;0.78809524;0.18148143294681818
67;959;0.032792836;0.20371678;0.1714383;13.571464;2500;0.8680712;1.2668377;1.7686031;0.8785546;1.5733036;0.73281026;1.1955767;0.8658848;1.1979765;0.9838706;1.9829707;1.2957;1.6905417;1.0984893;0.20188448726939756
286;616;0.08155152;0.101329476;0.13797763;2.0086977;2500;1.5224264;0.85904944;1.6679795;0.99250877;1.3713808;0.9974007;1.2459097;0.9428037;1.8629897;0.97017306;1.731701;1.0278919;1.50904;1.079531;0.19242596594523026
245;350;0.06934865;0.11177054;0.27724728;11.280595;2500;1.1008288;1.2270364;1.5899954;1.2473058;1.9713949;1.0700308;1.3308918;1.155493;1.2389989;0.83082396;1.7045622;1.189129;1.5986341;0.79329824;0.4853255957643376
